N°;Désignation;Code Barre;Référence;Unité;Prix de Vente;Niveau d'Alerte;Stock Boutique;Stock Atelier;Stock Magasin1;Stock Magasin2;Stock Magasin3;Qté par Carton;Prix Achat Carton;Prix Achat Unitaire
1072;BACARDI;080480400620;;BOUTEILLE;10 000,00;5;6,00;0,00;0,00;0,00;0,00;0;0;5000
1073;MALIBU;089540448978;;BOUTEILLE;13 000,00;5;6,00;0,00;0,00;0,00;0,00;0;0;8025
1074;JACK DANIELS 1L DE 35%;5099873006498;;BOUTEILLE;17 000,00;5;6,00;0,00;0,00;0,00;0,00;0;0;12000
1075;CONFITURE DE POMME FRESHONA;4056489027263;;BOUTEILLE;1 300,00;5;6,00;0,00;0,00;0,00;0,00;0;0;900
1076;PETITS POIS ET CAROTTES FRESHONA;20126841;;BOUTEILLE;1 500,00;5;2,00;0,00;0,00;0,00;0,00;0;0;1000
1077;FUSILLI 500G;4013159604575;;UNITE;800,00;5;24,00;0,00;0,00;0,00;0,00;0;0;600
1078;MACARONI 500G;4056489818410;;UNITE;800,00;5;23,00;0,00;0,00;0,00;0,00;0;0;600
1079;COQUILLETTES COMBINO DE 500G;4056489818403;;UNITE;800,00;5;23,00;0,00;0,00;0,00;0,00;0;0;600
1080;TONIJN À L HUILE DE TOURNESOL;5400141435818;;BOITE;1 250,00;5;10,00;0,00;0,00;0,00;0,00;0;0;1000
1081;SPAGGHETTI COMBINO DE 1KG;4056489818151;;UNITE;1 300,00;5;23,00;0,00;0,00;0,00;0,00;0;0;1000
1082;GEL DE WC AVEC JAVEL;5400141560756;;BIDON;1 500,00;5;7,00;0,00;0,00;0,00;0,00;0;0;1000
1083;EAU DE JAVEL W5 DE 2L;4056489213802;;BIDON;1 500,00;5;4,00;0,00;0,00;0,00;0,00;0;0;1000
1084;SUPER ANACARDE DU FASO;;;STICK;500,00;5;14,00;0,00;0,00;0,00;0,00;0;0;400
1085;ATTIÉKÉ;;;UNITE;200,00;5;12,00;0,00;0,00;0,00;0,00;0;0;167
1086;ARACHIDES SUCRÉS PETIT;;;UNITE;250,00;5;0,00;0,00;0,00;0,00;0,00;0;0;200
1087;ARACHIDES SALÉS PETIT;;;UNITE;250,00;5;1,00;0,00;0,00;0,00;0,00;0;0;200
1088;MALTA GUINNESS DE 330ML;5010162000164;;CANNETTE;500,00;5;55,00;0,00;0,00;0,00;0,00;0;0;333
1089;DÉLICIO GOYAVE 1L;5101991051929;;UNITE;1 100,00;5;1,00;0,00;6,00;0,00;0,00;0;0;958
1090;MAYONNAISE MIA DE 250ML;5283019400053;;BOUTEILLE;750,00;5;10,00;0,00;0,00;0,00;0,00;0;0;583
1091;DÉLICIO MANGUE;5101991051998;;UNITE;1 100,00;5;1,00;0,00;0,00;0,00;0,00;0;0;958
1092;SUPER PIMENT DU NIGER;;;POT;600,00;5;10,00;0,00;0,00;0,00;0,00;0;0;500
1093;X-FORT PAQUET;;;PAQUET;2 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;2150
1094;X-PLUS PAQUET;;;PAQUET;3 100,00;5;5,00;0,00;0,00;0,00;0,00;0;0;2700
1095;FRUTELLI ANANAS 1L;6253500771411;;UNITE;1 100,00;5;13,00;0,00;6,00;0,00;0,00;0;0;1033
1096;FRUTELLI ORANGE 1L;6253500771404;;UNITE;1 100,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1033
1097;FRUTELLI MULTI-FRUITS 1L;6253500771466;;UNITE;1 100,00;5;7,00;0,00;6,00;0,00;0,00;0;0;1033
1098;CASTEL BEER 33CL PQ;;;PAQUET;11 000,00;5;5,00;0,00;0,00;0,00;0,00;0;0;10000
1099;BEAUFORT 33CL PQ;;;PAQUET;11 000,00;5;3,00;0,00;0,00;0,00;0,00;0;0;10000
1100;BLACK LABEL 1L;5000267125046;;BOUTEILLE;20 000,00;2;3,00;0,00;0,00;0,00;0,00;0;0;18333
1101;JACK DANIEL 1L DE 40%;082184090442;;BOUTEILLE;18 000,00;2;3,00;0,00;0,00;0,00;0,00;0;0;13750
1102;RED LABEL;5000267190143;;BOUTEILLE;10 000,00;2;1,00;0,00;0,00;0,00;0,00;0;0;8333
1103;XANA GRAPE;8413481040083;;BOUTEILLE;2 500,00;2;2,00;0,00;0,00;0,00;0,00;0;0;1667
1104;XANA POMME;8413481040106;;BOUTEILLE;2 500,00;2;1,00;0,00;0,00;0,00;0,00;0;0;1667
1105;XANA ANANAS;8413481040113;;BOUTEILLE;2 500,00;2;1,00;0,00;0,00;0,00;0,00;0;0;1667
1106;XANA RAISIN ROUGE;8413481040076;;BOUTEILLE;2 500,00;2;1,00;0,00;0,00;0,00;0,00;0;0;1667
1107;19 CRIMES;9311220004343;;BOUTEILLE;8 000,00;2;6,00;0,00;0,00;0,00;0,00;0;0;5667
1108;MIRACLE;8410310617355;;BOUTEILLE;4 000,00;2;;0,00;0,00;0,00;0,00;0;0;2833
1109;GRAND SUD MERLOT;3263286345518;;BOUTEILLE;4 000,00;2;4,00;0,00;0,00;0,00;0,00;0;0;2833
1110;BARON DE SENAC 75CL;8410775091028;;BOUTEILLE;2 500,00;2;5,00;0,00;0,00;0,00;0,00;0;0;1833
1111;SANGRIA DON SIMON;8410261151106;;UNITE;1 500,00;5;9,00;0,00;24,00;0,00;0,00;0;0;1188
1112;CHATEAUX DE FRANCE RED WINE;6186000087945;;UNITE;400,00;5;38,00;0,00;0,00;0,00;0,00;0;0;292
1113;MIRACLE;8410310617355;;BOUTEILLE;4 000,00;5;2,00;0,00;0,00;0,00;0,00;0;0;2833
1114;LIQUIDE DETERGENTE MADAR DE 200ML;6210290115566;;BIDON;375,00;5;21,00;0,00;0,00;0,00;0,00;0;0;271
1115;HELLO VANILLA FLAVOR D;8904286203785;;UNITE;100,00;10;5,00;0,00;0,00;0,00;0,00;0;0;77
1116;HELLO VANILLA FLOVOR PQ;;;PAQUET;500,00;2;1,00;0,00;0,00;0,00;0,00;0;0;463
1117;HELLO ORANGE FLAVOR D;8904286203747;;UNITE;100,00;5;4,00;0,00;0,00;0,00;0,00;0;0;77
1118;HELLO ORANGE FLAVOR PQ;;;PAQUET;500,00;2;3,00;0,00;0,00;0,00;0,00;0;0;463
1119;HELLO STRAWBERRY FLAVOR D;8904286203754;;UNITE;100,00;5;-4,00;0,00;0,00;0,00;0,00;0;0;77
1120;HELLLO STRAWBERRY FLAVOR PQ;;;PAQUET;500,00;5;4,00;0,00;0,00;0,00;0,00;0;0;463
1121;DEODORANT MALIZIA;8003510001217;;UNITE;1 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;1300
1122;GEL DE DOUCHE MEGA WHITE;6182000132753;;BIDON;1 500,00;5;3,00;0,00;0,00;0,00;0,00;0;0;1200
1123;GEL DE DOUCHE PAW-PAW;6181100537239;;BIDON;1 000,00;5;0,00;0,00;0,00;0,00;0,00;0;0;750
1124;DEODORANT FLORONA BLEU;8904344604226;;UNITE;1 500,00;5;6,00;0,00;0,00;0,00;0,00;0;0;1200
1125;DEODORANT FLORONA ROSE;8904344604219;;UNITE;1 500,00;5;6,00;0,00;0,00;0,00;0,00;0;0;1200
1126;POMMADE VITFÉ;6926750000326;;UNITE;600,00;5;5,00;0,00;0,00;0,00;0,00;0;0;375
1127;VASELINE PETROLEUM DE 100ML;6001085120946;;UNITE;900,00;5;11,00;0,00;0,00;0,00;0,00;0;0;750
1128;LAIT STYLE UP;6033000330932;;BIDON;1 000,00;5;4,00;0,00;0,00;0,00;0,00;0;0;700
1129;SAVON AQUALIS DOUCEUR DE GLYCÉRINE;6181100534948;;PAQUET;1 000,00;5;2,00;0,00;0,00;0,00;0,00;0;0;500
1130;SAVON AQUALIS DOUCEUR ABRICOT;6181100534955;;PAQUET;1 000,00;5;3,00;0,00;0,00;0,00;0,00;0;0;500
1131;DEODORANT PARIS EN FLEURS;6181100633320;;UNITE;750,00;5;6,00;0,00;0,00;0,00;0,00;0;0;500
1132;DEODORANT CAPRICE;6182000126783;;UNITE;600,00;5;6,00;0,00;0,00;0,00;0,00;0;0;333
1133;SAVON DAY BY DAY BEURRE;6181100531459;;BOITE;750,00;5;7,00;0,00;0,00;0,00;0,00;0;0;550
1134;SAVON DAY BY DAY ROSE;6181100531466;;BOITE;750,00;5;8,00;0,00;0,00;0,00;0,00;0;0;550
1135;VASELINE ALOE FRESH;6001087005630;;BOITE;1 500,00;5;4,00;0,00;0,00;0,00;0,00;0;0;1350
1136;DEODORANT SPA;6182000105689;;UNITE;1 500,00;5;6,00;0,00;0,00;0,00;0,00;0;0;1250
1137;DEODORANT ERA AGRUME;6182000132722;;UNITE;500,00;5;4,00;0,00;0,00;0,00;0,00;0;0;416
1138;DEODORANT ERA MARINE;6182000132678;;UNITE;500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;416
1139;DEODORANT ERA POMME;6182000132708;;UNITE;500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;416
1140;COUPE ONGLE DE 600;;;UNITE;600,00;5;9,00;0,00;0,00;0,00;0,00;0;0;333
1141;COUPE ONGLE DE 500;;;UNITE;500,00;5;9,00;0,00;0,00;0,00;0,00;0;0;292
1142;COUTEAU  KM8105;6974083831124;;UNITE;750,00;5;9,00;0,00;0,00;0,00;0,00;0;0;416
1143;COUTEAU J103;0781159815010;;UNITE;500,00;5;11,00;0,00;0,00;0,00;0,00;0;0;208
1144;GOURDE VACUUM CUP N°1;;;UNITE;5 000,00;2;2,00;0,00;0,00;0,00;0,00;0;0;3000
1145;GOURDE VACUUM CUP N°2 DE 800ML;;;UNITE;4 000,00;5;2,00;0,00;0,00;0,00;0,00;0;0;2250
1146;GOURDE TEMPERATURE DE 500ML;;;UNITE;3 000,00;2;1,00;0,00;0,00;0,00;0,00;0;0;1750
1147;GOURDE 0,35L;;;UNITE;3 000,00;2;2,00;0,00;0,00;0,00;0,00;0;0;1750
1148;CUILLÈRE JETABLE 100PCS;6036000074516;;PAQUET;1 500,00;2;1,00;0,00;0,00;0,00;0,00;0;0;1000
1149;VERRE DE THÉ;;;PAQUET;2 500,00;2;1,00;0,00;0,00;0,00;0,00;0;0;1250
1150;GRILLAGE MOYEN;6900000058268;;UNITE;4 000,00;2;1,00;0,00;0,00;0,00;0,00;0;0;1250
1151;GRILLAGE PETIT;6900000058305;;UNITE;3 000,00;2;1,00;0,00;0,00;0,00;0,00;0;0;1150
1152;THERMOS VACUUM 2L;;;UNITE;8 000,00;2;1,00;0,00;0,00;0,00;0,00;0;0;5500
1153;THERMOS PENGUIN 1,3L;;;UNITE;5 000,00;2;-2,00;0,00;0,00;0,00;0,00;0;0;3000
1154;THERMOS LOVELY 1L;;;UNITE;4 500,00;2;1,00;0,00;0,00;0,00;0,00;0;0;2500
1155;GOBELET VACUUM CUP;;;UNITE;2 000,00;2;2,00;0,00;0,00;0,00;0,00;0;0;1000
1156;VERRE FASHION 6PCS DE 280ML;8964002625864;;PAQUET;4 000,00;2;1,00;0,00;0,00;0,00;0,00;0;0;2500
1157;POTATO-CHIPPER;6979838754543;;UNITE;7 500,00;2;1,00;0,00;0,00;0,00;0,00;0;0;5500
1158;BIDON A EAU GRILLAGE;;;UNITE;1 500,00;5;3,00;0,00;0,00;0,00;0,00;0;0;1000
1159;BIDON A EAU MARINO;;;UNITE;1 500,00;5;3,00;0,00;0,00;0,00;0,00;0;0;750
1160;EPLUCHEUR;;;UNITE;250,00;5;9,00;0,00;0,00;0,00;0,00;0;0;125
1161;LOUCHE DE TABLE;;;UNITE;1 000,00;5;18,00;0,00;0,00;0,00;0,00;0;0;700
1162;PETITE CUILLÈRE 6PCS;;;PAQUET;1 000,00;5;2,00;0,00;0,00;0,00;0,00;0;0;1500
1163;FOURCHETTE DE TABLE ORIGINALE 6PCS;;;PAQUET;3 000,00;5;2,00;0,00;0,00;0,00;0,00;0;0;2000
1164;CUILLÈRE DE TABLE ORIGINALE;;;PAQUET;3 000,00;5;1,00;0,00;0,00;0,00;0,00;0;0;2000
1165;COUTEAU DE TABLE ORIGINAL;;;PAQUET;3 000,00;5;2,00;0,00;0,00;0,00;0,00;0;0;2500
1166;GROSSE LOUCHE;;;UNITE;1 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;1100
1167;VERRE OSCAR;8964000253182;;PAQUET;3 500,00;5;1,00;0,00;0,00;0,00;0,00;0;0;2500
1168;KISS CROQUANT;6181100732603;;UNITE;500,00;5;1,00;0,00;0,00;0,00;0,00;0;0;292
1169;BLOOM ELEGANCE;6181100385526;;UNITE;500,00;5;2,00;0,00;0,00;0,00;0,00;0;0;292
1170;PARADIS BLEU;6181100547702;;UNITE;500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;292
1171;KISS COQUIN;6181100732559;;UNITE;500,00;5;6,00;0,00;0,00;0,00;0,00;0;0;292
1172;KISS AMORE;6181100732856;;UNITE;500,00;5;4,00;0,00;0,00;0,00;0,00;0;0;292
1173;BLOOM HÉRITAGE;6181100385885;;UNITE;500,00;5;1,00;0,00;0,00;0,00;0,00;0;0;292
1174;BLOOM CHARM;6181100385502;;UNITE;500,00;5;3,00;0,00;0,00;0,00;0,00;0;0;292
1175;CÉSAR;6181100732108;;UNITE;500,00;5;6,00;0,00;0,00;0,00;0,00;0;0;292
1176;TOUCH RED;6182000123324;;UNITE;500,00;5;4,00;0,00;0,00;0,00;0,00;0;0;292
1177;EAU LAFI 0,5L;9504000105006;;BIDON;250,00;5;19,00;0,00;0,00;0,00;0,00;0;0;200
1178;EAU LAFI 0,5L PAQUET;;;PAQUET;2 500,00;5;2,00;0,00;0,00;0,00;0,00;0;0;2400
1179;PATTE DENTIFRICE CHINA;6901177120208;;UNITE;300,00;5;68,00;0,00;0,00;0,00;0,00;0;0;160
1180;SARDINE BEAUX RIVAGES;;;BOITE;350,00;5;28,00;0,00;0,00;0,00;0,00;0;0;320
1181;BISCUIT FESTO;8901719921124;;UNITE;100,00;10;61,00;0,00;0,00;0,00;0,00;0;0;80
1182;NESTLE NIDO DE 350G;6033000681003;;UNITE;2 000,00;5;8,00;0,00;0,00;0,00;0,00;0;0;1708
1183;PIPPO MANGUE;6034000361261;;UNITE;150,00;10;15,00;0,00;0,00;0,00;0,00;0;0;75
1184;PAPIER BIODEGRADABLE SE 300F;;;UNITE;300,00;5;1,00;0,00;0,00;0,00;0,00;0;0;200
1185;PAPIER BIODEGRADABLE DE 200F;;;UNITE;200,00;5;5,00;0,00;0,00;0,00;0,00;0;0;150
1186;PAPIER BIODEGRADABLE DE 100F;;;UNITE;100,00;5;9,00;0,00;0,00;0,00;0,00;0;0;85
1187;COUSCOUS PETIT MIL SUCRÉ;;;UNITE;750,00;5;5,00;0,00;0,00;0,00;0,00;0;0;600
1188;GRUMEAUX DE BOUILLIE PETIT MIL 500G;;;UNITE;900,00;5;-1,00;0,00;0,00;0,00;0,00;0;0;750
1189;VEGA SARDINES SAUCE TOMATE;8886409508826;;BOITE;750,00;5;11,00;0,00;0,00;0,00;0,00;0;0;709
1190;ENERGIE STORM 33CL PQ;;;PAQUET;4 000,00;5;4,00;0,00;0,00;0,00;0,00;0;0;3500
1191;MANGUE SÉCHÉE 250;;;SACHET;250,00;5;4,00;0,00;0,00;0,00;0,00;0;0;200
1192;SAVON HIGHNEST;;;BOITE;2 250,00;2;2,00;0,00;0,00;0,00;0,00;0;0;2000
1193;PAPIER BIODEGRADABLE 150;;;UNITE;150,00;5;16,00;0,00;0,00;0,00;0,00;0;0;110
1194;BARAJII;;;UNITE;100,00;5;88,00;0,00;0,00;0,00;0,00;0;0;78
1195;REMIX;;;BIDON;200,00;5;23,00;0,00;0,00;0,00;0,00;0;0;146
1196;RIO POP PQ;6181100064155;;PAQUET;1 250,00;5;10,00;0,00;0,00;0,00;0,00;0;0;1094
1197;BROSSE VIP 1;6950607115550;;UNITE;100,00;5;17,00;0,00;0,00;0,00;0,00;0;0;75
1198;BISCUIT COOL STAR VIOLET;8681677081657;;UNITE;100,00;5;128,00;0,00;0,00;0,00;0,00;0;0;82
1199;BISCUIT COOL STAR BLEU;8681677081664;;UNITE;100,00;5;123,00;0,00;0,00;0,00;0,00;0;0;82
1200;FRUTELLI COCKTAIL;6253500771428;;UNITE;1 100,00;10;4,00;0,00;0,00;0,00;0,00;0;0;1033
1201;CHEWING-GUM SUPER MINT PQ;6958116501116;;BOITE;2 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;2100
1202;ALUMINIUM 50M;6940524006789;;UNITE;2 100,00;5;8,00;0,00;0,00;0,00;0,00;0;0;1583
1203;ALUMINIUM 30M;6975673581306;;UNITE;1 250,00;5;12,00;0,00;0,00;0,00;0,00;0;0;875
1204;SCHWEPPES ROUGE;5449000268686;;UNITE;400,00;5;7,00;0,00;0,00;0,00;0,00;0;0;292
1205;LAIT CONCENTRÉ TRADEKEY;9555764910566;;BOITE;1 200,00;5;13,00;0,00;0,00;0,00;0,00;0;0;1000
1206;THE VICTORIA DE 50 SACHETS;8901035055886;;PAQUET;1 250,00;5;23,00;0,00;0,00;0,00;0,00;0;0;646
1207;VINAIGRE DE CIDRE 75CL;3258561180113;;BOUTEILLE;1 850,00;5;10,00;0,00;0,00;0,00;0,00;0;0;1625
1208;OLIVES VERTES ENTIERES DE 200G;5412535000151;;BOUTEILLE;1 400,00;5;12,00;0,00;0,00;0,00;0,00;0;0;958
1209;PATTE DENTIFRICHE AIR SUN DE 110G;6941352002431;;UNITE;500,00;5;9,00;0,00;0,00;0,00;0,00;0;0;333
1210;DEMELANT VITAL;6181100326048;;BIDON;1 500,00;5;3,00;0,00;0,00;0,00;0,00;0;0;975
1211;CONDOM KISS PASSION;9555617301701;;UNITE;300,00;5;23,00;0,00;0,00;0,00;0,00;0;0;163
1212;CONDOM KISS BANANE;9555617301206;;UNITE;300,00;5;22,00;0,00;0,00;0,00;0,00;0;0;163
1213;CONDOM KISS CLASSIC;9555617301268;;UNITE;300,00;5;24,00;0,00;0,00;0,00;0,00;0;0;163
1214;CONDOM KISS MENTHE;9555617301244;;UNITE;300,00;5;18,00;0,00;0,00;0,00;0,00;0;0;163
1215;CONDOM KISS FRAISE;9555617301282;;UNITE;300,00;5;23,00;0,00;0,00;0,00;0,00;0;0;163
1216;SAC;;;UNITE;100,00;5;24,00;0,00;0,00;0,00;0,00;0;0;85
1217;PIKCELL AA LR6;6942449511225;;QUADRUPLE;1 000,00;5;11,00;0,00;0,00;0,00;0,00;0;0;750
1218;PIKCELL R20P D;;;PAIRE;700,00;5;5,00;0,00;0,00;0,00;0,00;0;0;417
1219;TORA BIKA CAPPUCCINO DETAIL;8996001414002;;STICK;150,00;5;25,00;0,00;0,00;0,00;0,00;0;0;100
1220;GOOD DAY CAPPUCCINO DETAIL;8991002103085;;STICK;200,00;5;7,00;0,00;0,00;0,00;0,00;0;0;122
1221;TORCHON COULEUR;;;UNITE;500,00;5;6,00;0,00;0,00;0,00;0,00;0;0;292
1222;DEGUE 200;;;SACHET;200,00;5;0,00;0,00;0,00;0,00;0,00;0;0;150
1223;PATTE DENTIFRICHE NOORE PARFUM;800202406062;;UNITE;1 500,00;5;12,00;0,00;0,00;0,00;0,00;0;0;1250
1224;CHICORÉE LEROUX 100G DE 50 STICKS;3067140041710;;PAQUET;2 750,00;5;12,00;0,00;0,00;0,00;0,00;0;0;2250
1225;FARINE DE MANIOC CHIKA;;;UNITE;1 500,00;5;1,00;0,00;0,00;0,00;0,00;0;0;1250
1226;FONIO POUR DIABETIQUE;;;UNITE;1 800,00;5;1,00;0,00;0,00;0,00;0,00;0;0;1500
1227;MILK SODA CRACKER DE 100G;6926768537005;;UNITE;500,00;5;23,00;0,00;0,00;0,00;0,00;0;0;417
1228;VITAMIN WHITE GOLD 24 CARATS 450ML;6186000113002;;UNITE;1 600,00;5;3,00;0,00;0,00;0,00;0,00;0;0;1250
1229;DEGUE EN BIDON DE 500F;;;UNITE;500,00;5;-2,00;0,00;0,00;0,00;0,00;0;0;400
1230;GAPAL EN BIDON DE 350F;;;UNITE;350,00;5;-1,00;0,00;0,00;0,00;0,00;0;0;300
1231;VIANDE SECHÉE DE 750F;;;UNITE;750,00;5;2,00;0,00;0,00;0,00;0,00;0;0;500
1232;BON SESAME SUCRÉ;;;UNITE;500,00;5;7,00;0,00;0,00;0,00;0,00;0;0;400
1233;KALTOX PAALGA DE 750ML;;;UNITE;3 250,00;5;12,00;0,00;0,00;0,00;0,00;0;0;2854
1234;LAUSANNE;8850309204904;;UNITE;750,00;5;22,00;0,00;0,00;0,00;0,00;0;0;646
1235;COUSCOUS DARLING MOTHER 1KG;8690946413587;;UNITE;1 400,00;5;8,00;0,00;0,00;0,00;0,00;0;0;1050
1236;COUSCOUS DARI DE 1KG;6111094000013;;UNITE;1 500,00;5;12,00;0,00;0,00;0,00;0,00;0;0;1250
1237;CHOCOLAT EN POUDRE AMIGO 400G;;;BOITE;1 500,00;5;11,00;0,00;0,00;0,00;0,00;0;0;1292
1238;RASOIR DORCO TWIN BLADE;8801038595269;;UNITE;125,00;5;80,00;0,00;0,00;0,00;0,00;0;0;60
1239;MELLAIT 400G;8716506024823;;BOITE;2 200,00;5;12,00;0,00;0,00;0,00;0,00;0;0;2021
1240;LILAS CLIP NUIT;6192011814838;;UNITE;600,00;5;45,00;0,00;0,00;0,00;0,00;0;0;392
1241;SIROP CITRON PAILLOTES;3014400003018;;BOUTEILLE;2 300,00;5;6,00;0,00;0,00;0,00;0,00;0;0;2166
1242;SAVON MAYA PAQUET DE 5X275G;;;PAQUET;1 400,00;5;8,00;0,00;0,00;0,00;0,00;0;0;1139
1243;BOULETTES EN SAUCE AU BŒUF 1240G;3700311866001;;BOITE;2 500,00;5;12,00;0,00;0,00;0,00;0,00;0;0;2150
1244;GOULUX BOUCHÉES EN SAUCE 410G;8710862999733;;BOITE;1 000,00;5;24,00;0,00;0,00;0,00;0,00;0;0;660
1245;LESIEUR MAYONNAISE DE 475G;3265478892008;;BOUTEILLE;1 650,00;5;12,00;0,00;0,00;0,00;0,00;0;0;1400
1246;LESIEUR MAYONNAISE DE 235G;3265478891001;;BOUTEILLE;1 100,00;5;11,00;0,00;0,00;0,00;0,00;0;0;900
1247;SEL DE CUISINE LA TABLÉE DE 750G;3183280006171;;UNITE;1 500,00;5;12,00;0,00;0,00;0,00;0,00;0;0;1270
1248;LESIEUR KETCHUP 250G;3265475014007;;UNITE;1 250,00;5;12,00;0,00;0,00;0,00;0,00;0;0;1063
1249;LIQUIDE VAISSELLE PARFUM CITRON 1L;3700311867862;;BIDON;1 600,00;5;11,00;0,00;0,00;0,00;0,00;0;0;1167
1250;LAIT PRÉSIDENT ENTIER DE 1L;3228024910366;;BIDON;2 500,00;5;12,00;0,00;0,00;0,00;0,00;0;0;2042
1251;MOUCHOIR DE POCHE SANITEX PQ DE 15 ÉTUIS;;;PAQUET;1 250,00;5;15,00;0,00;0,00;0,00;0,00;0;0;1075
1252;MOUCHOIR DE POCHE SANITEX DETAIL;;;UNITE;100,00;5;74,00;0,00;0,00;0,00;0,00;0;0;72
1253;SOFT FLOWER XXL;8003885213000;;UNITE;3 500,00;5;6,00;0,00;0,00;0,00;0,00;0;0;3250
1254;ESSUIE-TOUT SANITEX MAXI ROULEAU;6181003110034;;UNITE;3 000,00;5;9,00;0,00;0,00;0,00;0,00;0;0;2675
1255;PAPIER TOILETTE 2 ROULEAUX SANTA BARBARA;6181003000120;;UNITE;500,00;5;24,00;0,00;0,00;0,00;0,00;0;0;300
1256;HAPPY CROQUETTES EN SACHET DE 600F;;;UNITE;600,00;5;14,00;0,00;0,00;0,00;0,00;0;0;500
1257;HAPPY CROQUETTES AU LAIT POT DE 1000F;;;POT;1 000,00;5;10,00;0,00;0,00;0,00;0,00;0;0;900
1258;HAPPY CROQUETTES AU CHOCOLAT POT DE 1100F;;;POT;1 100,00;5;11,00;0,00;0,00;0,00;0,00;0;0;1000
1259;GATEAU COCO;;;UNITE;100,00;5;27,00;0,00;0,00;0,00;0,00;0;0;83
1260;CACAHOUETTE;;;UNITE;100,00;5;7,00;0,00;0,00;0,00;0,00;0;0;83
1261;MADAR GLASS CLEANER DE 750ML;764460549379;;BIDON;1 000,00;5;12,00;0,00;0,00;0,00;0,00;0;0;833
1262;BISCUITS PARLE-G;8901719101014;;UNITE;100,00;5;79,00;0,00;0,00;0,00;0,00;0;0;48
1263;BISCUITS PARLE-G PAQUET DE 20;;;PAQUET;1 250,00;5;6,00;0,00;0,00;0,00;0,00;0;0;950
1264;TROMBONNE 25MMX100PCS;6972854799802;;UNITE;250,00;5;10,00;0,00;0,00;0,00;0,00;0;0;125
1265;TROMBONNE 33MMX100PCS;6972854799826;;UNITE;300,00;5;10,00;0,00;0,00;0,00;0,00;0;0;200
1266;TROMNONNE 50MMX100PCS;6972854799833;;UNITE;700,00;5;10,00;0,00;0,00;0,00;0,00;0;0;450
1267;CRAYON DE COULEUR PAQUET DE 12;6973071282788;;PAQUET;250,00;5;120,00;0,00;0,00;0,00;0,00;0;0;100
1268;CRAYON DE COULEUR PAQUET DE 6;6973071280180;;PAQUET;100,00;5;120,00;0,00;0,00;0,00;0,00;0;0;60
1269;GOMME AY-3414D;6973071280234;;UNITE;100,00;5;100,00;0,00;0,00;0,00;0,00;0;0;50
1270;GOMME AY-3409D;6973071280104;;UNITE;50,00;5;120,00;0,00;0,00;0,00;0,00;0;0;17
1271;EQUERRE COULEUR 13,5CM;;;UNITE;100,00;5;96,00;0,00;0,00;0,00;0,00;0;0;50
1272;RAPPORTEUR ECOLIER COULEUR;;;UNITE;100,00;5;96,00;0,00;0,00;0,00;0,00;0;0;50
1273;ACADEMY;6973071280050;;UNITE;500,00;5;72,00;0,00;0,00;0,00;0,00;0;0;333
1274;BRACELETS CAOUTCHOUC 100G;3701254704986;;PAQUET;1 000,00;5;5,00;0,00;0,00;0,00;0,00;0;0;850
1275;COMPAS POUR ECOLIER;8690857024919;;UNITE;300,00;5;96,00;0,00;0,00;0,00;0,00;0;0;200
1276;DOUBLE DECIMETRE EN COULEUR;;;UNITE;100,00;5;150,00;0,00;0,00;0,00;0,00;0;0;50
1277;CRAYON DE PAPIER LAURÉAT;;;UNITE;100,00;5;144,00;0,00;0,00;0,00;0,00;0;0;29
1278;CAHIER CALLIGRAPHE GRAND FORMAT DE 192 PAGES-21X29,7CM;3663619195221;;UNITE;1 600,00;5;30,00;0,00;0,00;0,00;0,00;0;0;1400
1279;CAHIER CALLIGRAPHE 96 PAGES -21X29,7CM;3663619195160;;UNITE;1 000,00;5;60,00;0,00;0,00;0,00;0,00;0;0;750
1280;CAHIER CALLIGRAPHE GRAND FORMAT DE 288 PAGES-21X29,7CM;3663619195191;;UNITE;2 000,00;5;20,00;0,00;0,00;0,00;0,00;0;0;1800
1281;CAHIER DE 100 PAGES J'AIME L'AFRIQUE;6926634511306;;UNITE;175,00;5;200,00;0,00;0,00;0,00;0,00;0;0;110
1282;CAHIER CALLIGRAPHE 96 PAGES-17X22CM;3663619195153;;UNITE;600,00;5;120,00;0,00;0,00;0,00;0,00;0;0;425
1283;CAHIER CALLIGRAPHE PETIT FORMA DE 192 PAGES-17X22CM;3663619195214;;UNITE;900,00;5;60,00;0,00;0,00;0,00;0,00;0;0;800
1284;CAHIER CALLIGRAPHE PETIT FORMA DE 288 PAGES-17X22CM;3663619195245;;UNITE;1 250,00;5;20,00;0,00;0,00;0,00;0,00;0;0;1000
1285;CAHIER DE 200 PAGES JAIME LAFRIQUE;6926641102696;;UNITE;300,00;5;100,00;0,00;0,00;0,00;0,00;0;0;210
1286;PROTEGE CAHIER ORIGINAL;;;UNITE;75,00;5;500,00;0,00;0,00;0,00;0,00;0;0;50
1287;ARDOISE ORIGINAL;;;UNITE;500,00;5;144,00;0,00;0,00;0,00;0,00;0;0;200
