N°;Désignation;Code Barre;Référence;Unité;Prix de Vente;Niveau d'Alerte;Stock Boutique;Stock Atelier;Stock Magasin1;Stock Magasin2;Stock Magasin3;Qté par Carton;Prix Achat Carton;Prix Achat Unitaire
225;ROYAL MENTHE;6189110993236;;BOUTEILLE;550,00;5;18,00;0,00;0,00;0,00;0,00;0;0;458
226;SEL LA BALEINE DE 500G;3183280027916;;BOITE;800,00;5;13,00;0,00;0,00;0,00;0,00;0;0;667
227;SERPILLERE;;;UNITE;600,00;5;10,00;0,00;20,00;0,00;0,00;0;0;500
228;CUEILLERE JETABLE;;;PAQUET;500,00;5;50,00;0,00;0,00;0,00;0,00;0;0;375
229;DEODORANT POUR VEHICULE;;;UNITE;400,00;5;3,00;0,00;0,00;0,00;0,00;0;0;334
230;KITS JETABLES 100PCS;;;PAQUET;3 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;3000
231;LOTUS DE VOITURE;6181003002513;;PAQUET;750,00;5;29,00;0,00;0,00;0,00;0,00;0;0;667
232;CREME VANOISE DE 500G;6191402900549;;BOITE;1 375,00;5;10,00;0,00;12,00;0,00;0,00;0;0;1250
233;EAU DE JAVEL MADAR DE 1L;6210290123769;;BIDON;600,00;5;7,00;0,00;12,00;0,00;0,00;0;0;563
234;MAXWELL HOUSE BLEU;8711000522547;;PAQUET;1 400,00;5;16,00;0,00;0,00;0,00;0,00;0;0;1094
235;CAFE CARTE NOIR;8000070016675;;PAQUET;1 350,00;5;16,00;0,00;0,00;0,00;0,00;0;0;1157
236;MAXWELL BLEU;8711000522547;;PAQUET;2 300,00;5;15,00;0,00;0,00;0,00;0,00;0;0;2188
237;CAFE CARTE NOIR DE 45G;8000070016675;;PAQUET;2 500,00;5;8,00;0,00;0,00;0,00;0,00;0;0;2313
238;MAXWELL JAUNE;8711000522516;;PAQUET;2 300,00;5;11,00;0,00;0,00;0,00;0,00;0;0;2188
239;PILE SONY AAA 2/2;008562000292;;PAIRE;750,00;5;6,00;0,00;0,00;0,00;0,00;0;0;583
240;VERRE JETABLE FINE;6033000161031;;PAQUET;900,00;5;28,00;0,00;0,00;0,00;0,00;0;0;617
241;VERRE JETABLE ROUGE;6033000161062;;PAQUET;2 000,00;5;10,00;0,00;0,00;0,00;0,00;0;0;1800
242;PAGANINI  DE 4,5KG;;;SACHETS;4 000,00;2;3,00;0,00;0,00;0,00;0,00;0;0;3900
243;PATTE DENTIFRICE CHINA 145G;6901177200115;;UNITE;750,00;5;4,00;0,00;0,00;0,00;0,00;0;0;620
244;COUSCOUS BRIO DE 1KG;6111012300287;;SACHETS;1 500,00;5;2,00;0,00;0,00;0,00;0,00;0;0;1375
245;SUCRE CARREAU ST LOUIS;;;PAQUET;1 100,00;5;5,00;0,00;0,00;0,00;0,00;0;0;980
246;BROSSE VIP;6949298873689;;UNITE;100,00;5;23,00;0,00;0,00;0,00;0,00;0;0;75
247;CHEWING-GUM SUPER MINT;6958116500683;;UNITE;50,00;5;281,00;0,00;0,00;0,00;0,00;0;0;47
248;CITEC GROS;;;UNITE;450,00;5;25,00;0,00;0,00;0,00;0,00;0;0;375
249;CITEC N°2;;;UNITE;500,00;5;48,00;0,00;0,00;0,00;0,00;0;0;375
250;CUILLERE JETABLE;6033000160133;;PAQUET;600,00;5;26,00;0,00;0,00;0,00;0,00;0;0;375
251;COUPE ONGLE DORÉ;;;UNITE;500,00;5;6,00;0,00;0,00;0,00;0,00;0;0;416
252;TIGE DE BROCHETTE;;;PAQUET;250,00;5;91,00;0,00;0,00;0,00;0,00;0;0;115
253;BALAIS ORIGINAL 1 ER;;;UNITE;1 500,00;5;1,00;0,00;0,00;0,00;0,00;0;0;1333
254;CHIPS 1ER SACHET;;;SACHET;2 000,00;2;5,00;0,00;0,00;0,00;0,00;0;0;1850
255;ELEGANT MAIN DE 500ML;3571700500826;;BIDON;800,00;5;20,00;0,00;0,00;0,00;0,00;0;0;667
256;RACLETTE NETTOYGE;;;UNITE;1 100,00;5;5,00;0,00;0,00;0,00;0,00;0;0;917
257;TORCHON DOUBLE FACE;;;UNITE;700,00;5;6,00;0,00;0,00;0,00;0,00;0;0;500
258;ELEGANT COTON 75;6920180312011;;SACHET;900,00;5;0,00;0,00;0,00;0,00;0,00;0;0;750
259;CAPPUCCINO GOOD DAY PAQUET DE 30 SACHETS;8991002103771;;PAQUET;4 250,00;2;2,00;0,00;0,00;0,00;0,00;0;0;3667
260;LOTUS JUMBO 12/12;6033000160645;;UNITE;1 400,00;5;7,00;0,00;0,00;0,00;0,00;0;0;1292
261;BISCUITS SPRINTS DE 400G;8710418111213;;PAQUET;1 500,00;5;2,00;0,00;0,00;0,00;0,00;0;0;1275
262;CHOCOLAT ROND;8690562114431;;BOITE;1 000,00;5;11,00;0,00;0,00;0,00;0,00;0;0;750
263;MENTOS P MELANGE;6154000043469;;PAQUET;3 500,00;2;2,00;0,00;0,00;0,00;0,00;0;0;3250
264;POULET BROLI DE 190G;8718182021912;;BOITE;625,00;5;14,00;0,00;0,00;0,00;0,00;0;0;521
265;SAVON BF DE 520G;6181001995756;;UNITE;800,00;5;14,00;0,00;0,00;0,00;0,00;0;0;708
266;COLGATE HERBAL DE 140G;6920354817823;;UNITE;750,00;5;12,00;0,00;0,00;0,00;0,00;0;0;625
267;BROSSE COLGATE;6001067007289;;UNITE;300,00;5;31,00;0,00;0,00;0,00;0,00;0;0;258
268;BROSSE COLGATE NOIR;8718951412057;;UNITE;500,00;5;2,00;0,00;0,00;0,00;0,00;0;0;375
269;BROSSE ENFANT;6954842276519;;UNITE;500,00;5;1,00;0,00;0,00;0,00;0,00;0;0;375
270;BROSSE GOOD DOCTOR;6971667822721;;UNITE;400,00;5;5,00;0,00;0,00;0,00;0,00;0;0;275
271;COTON ALPHA;6921603213168;;SACHET;1 300,00;5;3,00;0,00;0,00;0,00;0,00;0;0;1084
272;ETIQUETTEUR 1ER ATLAS;;;;7 600,00;5;1,00;0,00;0,00;0,00;0,00;0;0;7500
273;LEV ANGEL;4680024090025;;;1 300,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1075
274;RASOIR GILETTTE;;;;400,00;5;48,00;0,00;0,00;0,00;0,00;0;0;344
275;RIZ BASMATI DE 5KG;;;SACS;6 000,00;5;6,00;0,00;0,00;0,00;0,00;0;0;5200
276;RIZ LA RIZIERE 5×5;;;SACS;4 400,00;5;6,00;0,00;0,00;0,00;0,00;0;0;4200
277;ELEGANT LAVE VITRE 750ML;3571700501090;;BIDON;1 000,00;5;3,00;0,00;0,00;0,00;0,00;0;0;875
278;LAMME GILETTE;7702018480227;;PAQUET;300,00;5;4,00;0,00;0,00;0,00;0,00;0;0;250
279;LAMME DORCO;8801038570594;;PAQUET;350,00;5;20,00;0,00;0,00;0,00;0,00;0;0;300
280;PILE SONY AA2/2;058620003772;;PAIRE;750,00;5;7,00;0,00;0,00;0,00;0,00;0;0;417
281;POMMADE MEDI SOFT;8992929754008;;BIDON;600,00;5;3,00;0,00;0,00;0,00;0,00;0;0;438
282;SPAGHETTI GILDA DE 250G;8008414000427;;SACHET;300,00;5;56,00;0,00;0,00;0,00;0,00;0;0;285
283;SPAGHETTI MAMAN 200G;6181100093117;;SACHET;250,00;5;72,00;0,00;0,00;0,00;0,00;0;0;175
284;FRUITY ANANAS DE 125ML;6253500771213;;UNITE;150,00;5;7,00;0,00;0,00;0,00;0,00;0;0;110
285;FRUITY COCKTAIL DE 125ML;6253500771237;;UNITE;150,00;5;-16,00;0,00;0,00;0,00;0,00;0;0;110
286;SCHNEIDER BLEU;4004675004628;;UNITE;100,00;5;280,00;0,00;0,00;0,00;0,00;0;0;88
287;SCHNEIDER VERT;4004675004642;;UNITE;100,00;5;300,00;0,00;0,00;0,00;0,00;0;0;88
288;VEGA MAÏS DE 800G;8886409518979;;BOITE;1 600,00;5;9,00;0,00;0,00;0,00;0,00;0;0;1125
289;VEGA MAÏS DE 400G;8886409516906;;BOITE;800,00;5;12,00;0,00;0,00;0,00;0,00;0;0;563
290;MELLAIT DE 25KG;;;SAC;63 000,00;5;1,00;0,00;0,00;0,00;0,00;0;0;61000
291;NESCAFÉ CLASSIC STICK 1.5 G;6181002002415;;PAQUET;6 500,00;5;4,00;0,00;0,00;0,00;0,00;0;0;6250
292;NESCAFE CLASSSIC DE 200G;6181002001845;;BOITE;5 400,00;5;3,00;0,00;0,00;0,00;0,00;0;0;5000
293;LIPTON YELLOW 12×100;8720608603527;;PAQUET;2 500,00;5;10,00;0,00;0,00;0,00;0,00;0;0;1184
294;LOTUS 48 DE 6PCS;6181003026038;;PAQUET;500,00;5;22,00;0,00;0,00;0,00;0,00;0;0;385
295;PORTE-CLÉ;;;UNITE;500,00;5;6,00;0,00;0,00;0,00;0,00;0;0;417
296;COUCHE BÉBÉ CHOCO S 3-6KG;6940907040355;;PAQUET;1 250,00;5;9,00;0,00;0,00;0,00;0,00;0;0;950
297;COUCHE BÉBÉ CHOCO M 5-10KG;6940907040362;;PAQUET;1 250,00;5;10,00;0,00;0,00;0,00;0,00;0;0;975
298;COUCHE BÉBÉ CHOCO 8-14KG;;;PAQUET;1 100,00;5;10,00;0,00;0,00;0,00;0,00;0;0;950
299;SOFTCARE L 11/10P;6033000410108;;PAQUET;1 100,00;5;10,00;0,00;0,00;0,00;0,00;0;0;950
300;SOFTCARE M12/10P;6033000410115;;PAQUET;1 100,00;5;5,00;0,00;0,00;0,00;0,00;0;0;950
301;SOFTCARE S 15/10P;6033000410122;;PAQUET;1 100,00;5;24,00;0,00;0,00;0,00;0,00;0;0;925
302;DEODORANT ORO FRESH 300ML;8410498710015;;UNITE;1 250,00;5;4,00;0,00;0,00;0,00;0,00;0;0;1000
303;BONBON COQ;6971935200527;;BOITE;2 500,00;5;12,00;0,00;0,00;0,00;0,00;0;0;2000
304;BISCUIT DE 500;8906048735817;;PAQUET;500,00;5;4,00;0,00;0,00;0,00;0,00;0;0;417
305;BISCUIT SODA SUPER;;;UNITE;500,00;5;10,00;0,00;0,00;0,00;0,00;0;0;355
306;ASSIETTE JETABLE ATLANTIC;6553520173166;;PAQUET;1 500,00;5;29,00;0,00;0,00;0,00;0,00;0;0;1150
307;BOUGIE ETOILE 6×12CM;;;UNITE;250,00;5;0,00;0,00;0,00;0,00;0,00;0;0;167
308;BOUGIE ETOILE 6×15CM;;;UNITE;300,00;5;-2,00;0,00;0,00;0,00;0,00;0;0;192
309;BOUGIE ETOILE 6×20CM;;;UNITE;350,00;5;-1,00;0,00;0,00;0,00;0,00;0;0;233
310;GATEAU PUR DELIGHT J;6033000523006;;PAQUET;2 900,00;5;2,00;0,00;0,00;0,00;0,00;0;0;2000
311;GATEAU PURE DELIGHT B;6033000523013;;PAQUET;2 900,00;5;3,00;0,00;0,00;0,00;0,00;0;0;2000
312;VEGA POPCORNE;8886409518085;;UNITE;1 000,00;5;2,00;0,00;24,00;0,00;0,00;0;0;834
313;LAIT EN POUDRE DE 25KG;;;SACS;65 000,00;5;1,00;0,00;0,00;0,00;0,00;0;0;62000
314;BIANCA 3PLIS;6194011858362;;PAQUET;650,00;5;24,00;0,00;0,00;0,00;0,00;0;0;542
315;BONBON COUPE;;;BOITE;2 750,00;5;3,00;0,00;0,00;0,00;0,00;0;0;2700
316;PHARMA PROTEX ORANG;8693495044998;;UNITE;600,00;5;35,00;0,00;0,00;0,00;0,00;0;0;514
317;PHARMA PROTEX VERT;8693495045032;;UNITE;600,00;5;21,00;0,00;0,00;0,00;0,00;0;0;542
318;SAVON SPRING CITRON&GLY 300G;6181100538502;;STICK;500,00;5;25,00;0,00;0,00;0,00;0,00;0;0;384
319;LOTUS HYGIÉNIQUE 4 ROULEAUX;3133200114509;;PAIRE;1 200,00;5;10,00;0,00;0,00;0,00;0,00;0;0;834
320;LOTUS HYGIÉNIQUE 2 ROULEAUX;6181003000052;;PAIRE;750,00;5;19,00;0,00;0,00;0,00;0,00;0;0;417
321;SIROP GRENADINE 1L;3014400003025;;BOUTEILLE;2 300,00;5;5,00;0,00;0,00;0,00;0,00;0;0;2084
322;THON LELE DE 160G;6034000179262;;BOITE;650,00;5;18,00;0,00;0,00;0,00;0,00;0;0;520
323;PETITS POIS ROCO 800G;8007190951176;;BOITE;925,00;5;5,00;0,00;0,00;0,00;0,00;0;0;834
324;VINAIGRE VITAL 1L;;;BIDON;500,00;5;3,00;0,00;0,00;0,00;0,00;0;0;306
325;VINAIGRE PRINCE 0,3L;;;BIDON;200,00;5;14,00;0,00;0,00;0,00;0,00;0;0;135
326;MENTHOS P MELANGE;6154000043056;;PAQUET;3 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;3250
327;MENTHOS COUL MELANGE 40PCS 6/6;;;PAQUET;9 000,00;5;5,00;0,00;0,00;0,00;0,00;0;0;8000
328;MENTHOS COULEUR MEL 50PCS;;;PAQUET;11 000,00;5;5,00;0,00;0,00;0,00;0,00;0;0;10000
329;SERVIETTE HOMME SANS DESSIN;;;UNITE;750,00;5;6,00;0,00;0,00;0,00;0,00;0;0;500
330;SERVIETTE HOMME DESSIN;;;UNITE;600,00;5;22,00;0,00;0,00;0,00;0,00;0;0;292
331;SENSODYNE COMPLET DE 75ML;5054563100108;;UNITE;2 450,00;5;19,00;0,00;0,00;0,00;0,00;0;0;1750
332;MON SAVON AU LAIT;3181730201398;;UNITE;600,00;5;19,00;0,00;0,00;0,00;0,00;0;0;563
333;LEVURE ANGEL;4680024090025;;SACHETS;1 300,00;5;19,00;0,00;0,00;0,00;0,00;0;0;1075
334;SUCRE VANOISE;6191402801426;;STICK;125,00;5;0,00;0,00;0,00;0,00;0,00;0;0;113
335;BIANCA VERMIC 500G;;;UNITE;500,00;5;19,00;0,00;0,00;0,00;0,00;0;0;542
336;BIANCA 500G;6194011858362;;SACHET;600,00;5;30,00;0,00;0,00;0,00;0,00;0;0;542
337;COLGATE AU CHARBON DE 120G;8718951350885;;UNITE;1 000,00;5;4,00;0,00;0,00;0,00;0,00;0;0;792
338;COLGATE HERBAL DE 140G;6920354817823;;UNITE;750,00;5;19,00;0,00;0,00;0,00;0,00;0;0;625
339;COLGATE MAX FRESH ROUGE;8718951579262;;UNITE;750,00;5;23,00;0,00;0,00;0,00;0,00;0;0;709
340;COLGATE POUR ENFANT 2 A 3ANS;6920354812866;;UNITE;500,00;5;11,00;0,00;0,00;0,00;0,00;0;0;417
341;COUCHE BÉBÉ CHOCO L 8-14KG;6940907040379;;PAQUET;1 250,00;5;20,00;0,00;0,00;0,00;0,00;0;0;950
342;MAMAN CHOCO L 10;6971900990606;;PAQUET;4 000,00;5;5,00;0,00;0,00;0,00;0,00;0;3584;3584
343;MAMAN CHOCO M 10;6971900990491;;PAQUET;4 000,00;5;5,00;0,00;0,00;0,00;0,00;0;0;3584
344;MAMAN CHOCO XL 10;6971900990613;;PAQUET;4 000,00;5;4,00;0,00;0,00;0,00;0,00;0;0;3584
345;LEVURE VANOISE;6191402801440;;;150,00;5;35,00;0,00;0,00;0,00;0,00;0;0;138
346;LOTUS OKAY 16×50G;6181003004012;;PAIRE;1 200,00;5;12,00;0,00;0,00;0,00;0,00;0;0;891
347;LOTUS DE TABLE OKAY 33×33CM;6181003006023;;PAQUET;650,00;5;10,00;0,00;48,00;0,00;0,00;0;0;584
348;MALIA ANANAS COCO 1L;6186000504237;;UNITE;1 100,00;5;2,00;0,00;0,00;0,00;0,00;0;0;917
349;DAFANI MANGUE- ORANGE DE 1L;9504000004057;;UNITE;1 100,00;5;0,00;0,00;0,00;0,00;0,00;0;0;950
350;DAFANI COCKTAIL DE 1L;9504000004149;;UNITE;1 100,00;5;-1,00;0,00;0,00;0,00;0,00;0;0;950
351;CITEC PETIT;;;UNITE;275,00;5;38,00;0,00;0,00;0,00;0,00;0;0;225
352;DUKES DELICIOUS COOKIES AU CHOCOLAT;8901972061155;;PAQUET;1 000,00;5;29,00;0,00;0,00;0,00;0,00;0;0;730
353;DUKES DELICIOUS COOKIES AU VANILLE;8901972061162;;PAQUET;1 000,00;5;2,00;0,00;0,00;0,00;0,00;0;0;730
354;BICUITS COOKIES FRAISES;8901972061179;;PAQUET;1 000,00;5;0,00;0,00;0,00;0,00;0,00;0;0;730
355;PASTILLE VALDA;6043000050167;;PAQUET;500,00;5;45,00;0,00;0,00;0,00;0,00;0;0;250
356;RASOIR GILETTE;;;UNITE;200,00;5;79,00;0,00;0,00;0,00;0,00;0;0;172
357;CHIPS TOMATE;6297220126335;;STICK;50,00;5;88,00;0,00;0,00;0,00;0,00;0;0;37
358;CHIPS POULET BRAISÉ;6291106309140;;SACHET;50,00;5;48,00;0,00;0,00;0,00;0,00;0;0;37
359;CHIPS CHEESE FROMAGE;6297220126359;;SACHET;50,00;5;102,00;0,00;0,00;0,00;0,00;0;0;37
360;CHIPS PIZZA;6297220126342;;SACHET;50,00;5;55,00;0,00;0,00;0,00;0,00;0;0;37
361;CHIPS AU LAIT;6297220126366;;SACHET;50,00;5;1,00;0,00;0,00;0,00;0,00;0;0;37
362;AROME 3LIONS FRAISE;6043000021143;;BOUTEILLE;400,00;5;15,00;0,00;0,00;0,00;0,00;0;0;267
363;EAU LAFI;;;6 00;500,00;10;-6,00;0,00;0,00;0,00;0,00;0;0;1
364;EAU LAFI PAQUET;9504000105020;;PAQUET;2 400,00;5;0,00;0,00;0,00;0,00;0,00;0;0;0
365;PURE DELIGHT;6033000875426;;7;100,00;10;0,00;0,00;0,00;0,00;0,00;0;0;0
366;GATEAU PURE DELIGHT B;6033000523013;;PAQUET;2 900,00;5;0,00;0,00;0,00;0,00;0,00;0;0;2000
367;PURE DELIGHT;6033000522542;;STICK;100,00;5;8,00;0,00;0,00;0,00;0,00;0;0;83
368;SUCRE CARREAU ST LOUIS;;;PAQUET;1 100,00;5;0,00;0,00;0,00;0,00;0,00;0;0;980
369;MENTOS 40PCS R;80916499;;BOITE;1 500,00;5;15,00;0,00;0,00;0,00;0,00;0;0;1333
370;MENTOS 40PCS J;80864233;;BOITE;1 500,00;5;12,00;0,00;0,00;0,00;0,00;0;0;1333
371;MENTOS 50PCS J;8935001727019;;BOITE;1 750,00;5;9,00;0,00;0,00;0,00;0,00;0;0;1667
372;MENTOS 50PCS B;6154000256029;;BOITE;1 750,00;5;6,00;0,00;0,00;0,00;0,00;0;0;1667
373;MENTOS 50PCS V;8935001726166;;BOITE;1 750,00;5;5,00;0,00;0,00;0,00;0,00;0;0;1667
374;MENTOS 50PCS R;8935001726999;;BOITE;1 750,00;5;4,00;0,00;0,00;0,00;0,00;0;0;1667
375;NURSIE 2;3041091758293;;BOITE;3 500,00;5;-1,00;0,00;0,00;0,00;0,00;0;0;3042
376;CHOCOLAT ROND;8690562114431;;BOITE;2 000,00;5;15,00;0,00;0,00;0,00;0,00;0;0;1125
377;NURSIE N°2 DE 400G;10501930;;BOITE;3 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;3042
378;EAU LAFI 1.5L;9504000105013;;BIDON;500,00;5;-3,00;0,00;0,00;0,00;0,00;0;0;359
379;EAU LAFI PAQUET;9504000105020;;PAQUET;2 400,00;2;2,00;0,00;0,00;0,00;0,00;0;0;2150
380;PATTE DENTIFRICE CHINA DE 145G;6901177200115;;UNITE;750,00;5;14,00;0,00;0,00;0,00;0,00;0;0;620
381;MALTA POWER 330ML;008361003449;;CANETTE;600,00;10;47,00;0,00;24,00;0,00;0,00;0;0;458
382;COCA COLA 33CL;5449000000996;;CANETTE;400,00;10;31,00;0,00;72,00;0,00;0,00;0;0;313
383;ENERGIE STORM 0.5L;6033000340085;;BIDON;500,00;5;20,00;0,00;0,00;0,00;0,00;0;0;292
384;ENERGIE STORM 33CL;6033000340689;;BIDON;300,00;5;25,00;0,00;96,00;0,00;0,00;0;0;219
385;3X ENERGY DE 330ML;2310198120267;;CANETTE;500,00;10;56,00;0,00;0,00;0,00;0,00;0;0;458
386;CERELAC  3 FRUITS DE 400G;6033000086761;;BOITE;2 750,00;5;3,00;0,00;12,00;0,00;0,00;0;0;1917
387;CERELAC AU RIZ DE 400G;6033000082992;;BOITE;2 750,00;5;9,00;0,00;0,00;0,00;0,00;0;0;1833
388;CERELAC AU BLÉ DE 400G;6033000086839;;BOITE;2 750,00;5;6,00;0,00;12,00;0,00;0,00;0;0;1833
389;BONNET ROUGE EN POUDRE 990G;8716200681070;;BOITE;6 750,00;2;5,00;0,00;0,00;0,00;0,00;0;0;5958
390;BONNET ROUGE EN POUDRE DE 400G;8716200681056;;BOITE;3 200,00;5;10,00;0,00;0,00;0,00;0,00;0;0;2667
391;COFFEE MATE DE 1KG;8850124074553;;UNITE;5 750,00;5;11,00;0,00;0,00;0,00;0,00;0;0;5000
392;DON SIMON 1L;8410261071114;;UNITE;1 500,00;5;5,00;0,00;0,00;0,00;0,00;0;0;1333
393;COUSCOUS GILDA 1KG;8008414000298;;UNITE;1 500,00;5;6,00;0,00;0,00;0,00;0,00;0;0;1313
394;COUSCOUS TRIA 1KG;6111012100511;;UNITE;1 500,00;5;11,00;0,00;0,00;0,00;0,00;0;0;1313
395;MAGGI TABLETTE;6181002001715;;PAQUET;1 650,00;5;12,00;0,00;0,00;0,00;0,00;0;0;1583
396;MAGGI JUMBO AROME;8410300354956;;PAQUET;1 250,00;5;12,00;0,00;0,00;0,00;0,00;0;0;1105
397;CARTE NOIRE BOUTEILLE 100G;8000070016644;;BOUTEILLE;5 200,00;5;8,00;0,00;0,00;0,00;0,00;0;0;4667
398;AJAX 750G;8714789936857;;BIDON;1 500,00;5;8,00;0,00;0,00;0,00;0,00;0;0;1325
399;LINGETTES OPTIQUES;3258561660264;;PAQUET;1 350,00;5;22,00;0,00;0,00;0,00;0,00;0;0;625
400;NESQUIK 390G;8445290157348;;BOITE;3 250,00;5;8,00;0,00;0,00;0,00;0,00;0;0;2667
401;PATTE TOMATE SOFATO 400G;6186000913046;;BOITE;800,00;5;0,00;0,00;0,00;0,00;0,00;0;0;782
402;LABELLO NIVEA;4005900092656;;UNITE;1 000,00;5;12,00;0,00;0,00;0,00;0,00;0;0;833
403;LABELLO CLASSIC;4005808850006;;UNITE;750,00;5;42,00;0,00;0,00;0,00;0,00;0;0;667
404;THÉ CHEVAL110G;4895032502860;;PAQUET;1 000,00;5;21,00;0,00;0,00;0,00;0,00;0;0;854
405;THÉ CHEVAL DE 220G;4895032501115;;PAQUET;2 250,00;5;11,00;0,00;0,00;0,00;0,00;0;0;1708
406;GO FRESH D;8691707095158;;STICK;100,00;5;3,00;0,00;0,00;0,00;0,00;0;0;66
407;GO FRESH;8691707195162;;PAQUET;2 000,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1583
408;THÉ VERT ACHOURA;6975902880002;;PAQUET;1 250,00;5;11,00;0,00;0,00;0,00;0,00;0;0;975
409;THÉ VERT ACHOURA D;6975902880002;;UNITE;125,00;5;64,00;0,00;0,00;0,00;0,00;0;0;98
410;PHOSPHATINE LACTÉE FRUITS 12×190G;3041091879219;;PAQUET;1 200,00;5;9,00;0,00;0,00;0,00;0,00;0;0;1033
411;PHOSPHATINE MIEL 12×190G;3041091879172;;PAQUET;1 200,00;5;10,00;0,00;0,00;0,00;0,00;0;0;1033
412;PHOSPHATINE MULTI-CÉRÉALES 12×190G;3041091879233;;PAQUET;1 200,00;5;4,00;0,00;0,00;0,00;0,00;0;0;1033
413;HUILE DINOR DE 3L;6181100222999;;BIDON;4 850,00;5;6,00;0,00;6,00;0,00;0,00;0;0;4333
414;RIO POP;6181100064056;;PAQUET;1 250,00;5;2,00;0,00;0,00;0,00;0,00;0;0;1110
415;RIO POP D;;;UNITE;50,00;20;255,00;0,00;0,00;0,00;0,00;0;0;24
416;SAVON FANICO DE 300G;6181001995916;;UNITE;500,00;5;46,00;0,00;0,00;0,00;0,00;0;0;385
417;OMO EXTRA FRESH 900G;6181001995688;;UNITE;1 750,00;5;8,00;0,00;0,00;0,00;0,00;0;0;1650
418;LINGETTE BÉBÉ CHOCO;6971962389011;;PAQUET;3 250,00;2;4,00;0,00;0,00;0,00;0,00;0;0;2750
419;HARICOT ROUGE 1/2 DE 400G;3258561211251;;BOITE;1 150,00;5;12,00;0,00;0,00;0,00;0,00;0;0;833
420;CHAMPION ENTIER 780G;3258561210803;;BOITE;2 900,00;5;5,00;0,00;0,00;0,00;0,00;0;0;2667
421;HARICOT BLANC A LA TOMATE 400G;3258561211398;;BOITE;1 150,00;5;11,00;0,00;0,00;0,00;0,00;0;0;833
422;PETITS POIS EXTRA-FINS;3258561211213;;BOITE;1 200,00;5;17,00;0,00;0,00;0,00;0,00;0;0;917
423;SOUPLINE 1.9L;8718951555143;;BIDON;4 250,00;5;5,00;0,00;0,00;0,00;0,00;0;0;3750
424;SALADE DE FRUITS;3255693000524;;BOITE;2 500,00;5;10,00;0,00;0,00;0,00;0,00;0;0;2083
425;STICK CHICORÉE SOLUBLE;3067140013380;;PAQUET;2 500,00;5;7,00;0,00;0,00;0,00;0,00;0;0;2083
426;TORSADES DE 500G;3258561110424;;PAQUET;1 100,00;5;13,00;0,00;0,00;0,00;0,00;0;0;936
427;PENNE RIGATE 500G;3258561110394;;PAQUET;1 300,00;5;7,00;0,00;0,00;0,00;0,00;0;0;1083
428;SERVIETTES EN PAPIER DOUBLE ÉPAISSEUR 33X32CM;3258561542324;;UNITE;1 250,00;5;17,00;0,00;0,00;0,00;0,00;0;0;1100
429;INFUSION ELEPHANT;8720608030347;;PAQUET;2 000,00;5;11,00;0,00;0,00;0,00;0,00;0;0;1875
430;EPONGE GRATTANTE DELICATE;3258561510965;;UNITE;800,00;5;9,00;0,00;0,00;0,00;0,00;0;0;572
431;EPONGE GRATTANTE DOUCE SALLE DE BAIN;3258561510958;;UNITE;800,00;5;11,00;0,00;0,00;0,00;0,00;0;0;500
432;EPONGE GRATTANTE RECURAGE DIFFICILE;3258561510941;;UNITE;850,00;5;14,00;0,00;0,00;0,00;0,00;0;0;572
433;EPONGE GROS TRAVAUX XXL;3011261010308;;UNITE;1 000,00;5;6,00;0,00;0,00;0,00;0,00;0;0;889
434;SARDINE CITRON DE 125G;3251870002190;;UNITE;1 000,00;5;32,00;0,00;0,00;0,00;0,00;0;0;903
435;SEL DE MER LA BALEINE G GRAINE 1KG;3183280000933;;UNITE;750,00;5;12,00;0,00;0,00;0,00;0,00;0;0;583
436;COQUILLETTES DE 500G;3258561110127;;UNITE;1 100,00;5;16,00;0,00;0,00;0,00;0,00;0;0;938
437;PAPIER TOILETTE DOUCEUR DÉCORÉ;3258561668093;;PAQUET;2 100,00;5;7,00;0,00;0,00;0,00;0,00;0;0;1786
438;PAPIER TOILETTE PARFUMÉ MARINE;3258561668116;;PAQUET;2 100,00;5;6,00;0,00;0,00;0,00;0,00;0;0;1786
439;VODKA POLIAKOV;3147690059004;;BOUTEILLE;6 700,00;2;4,00;0,00;0,00;0,00;0,00;0;0;4667
440;VIN ROCCA GLORIOSA;8003295013429;;BOUTEILLE;7 000,00;2;5,00;0,00;0,00;0,00;0,00;0;0;5000
441;LABEL 5;3147690051107;;BOUTEILLE;8 000,00;2;0,00;0,00;0,00;0,00;0,00;0;0;6000
442;VIN CARAVELA;7610029188219;;BOUTEILLE;7 000,00;2;0,00;0,00;0,00;0,00;0,00;0;0;5000
443;CREVETTE MOULU;;;BOITE;2 250,00;5;2,00;0,00;0,00;0,00;0,00;0;0;2000
444;MELANGE 8 EPICES;;;BOITE;1 800,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1600
445;EPICES BBQ;;;BOITE;1 800,00;5;1,00;0,00;0,00;0,00;0,00;0;0;1600
446;AIL MOULU;;;POT;1 750,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1500
447;POIVRE BLANC;;;BOITE;1 750,00;5;0,00;0,00;0,00;0,00;0,00;0;0;1500
